,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6.656858952958089e-10,6.022671805716584e-10,7.265310020265758e-10,8.006458829257213e-10,6.574800148761994e-10,7.417796377140462e-10,6.242051875382515e-10,5.777702205556068e-10,8.132681195149871e-10,6.137828023611291e-10,4.99411345611378e-10,5.783645229406886e-10,6.740095148671799e-10,5.207378417360076e-10,6.84513945525822e-10,6.73211653090533e-10
1,5.556425319852565e-10,5.312242312704996e-10,6.498585558567527e-10,7.817468894444346e-10,5.919648660146493e-10,8.679116869636516e-10,5.941060421399413e-10,7.054121176075512e-10,6.372660732445468e-10,6.159242560421774e-10,6.723736567515459e-10,5.40305522545026e-10,8.493166170353561e-10,7.035511062625233e-10,6.920571893331839e-10,5.523995150191752e-10
2,6.533932839225542e-10,8.237324156112891e-10,5.778352241136986e-10,7.33225757887368e-10,5.834401850535187e-10,6.39246711120478e-10,6.855788159398912e-10,5.833088456697055e-10,5.600068742062092e-10,6.644857997173403e-10,6.804979912899967e-10,6.570763377844457e-10,4.897228733646841e-10,6.654052864263349e-10,7.847033023367089e-10,7.038463700759223e-10
3,7.432298665399628e-10,6.186816614572876e-10,6.19393702994131e-10,8.815524421557086e-10,7.477943264611042e-10,7.551428926610981e-10,4.431937594695512e-10,7.257457412812585e-10,7.092544329623252e-10,6.908504879277189e-10,6.10038630721732e-10,7.232363041786982e-10,4.4474601779143086e-10,5.090835530907611e-10,7.510462252113825e-10,7.652211642117379e-10
4,5.182824169835953e-10,6.559781051684865e-10,7.472753527082432e-10,6.845283229139909e-10,7.255934741934311e-10,7.057579520797219e-10,7.034263171945554e-10,6.217384385109881e-10,6.433910071379501e-10,6.437727018138162e-10,4.874211589900312e-10,5.850838702414762e-10,7.78547726287826e-10,4.4000236787411495e-10,6.927928231093006e-10,8.556530484149505e-10
5,6.861112789025015e-10,5.642193379173932e-10,7.300608451110691e-10,6.421564391345669e-10,7.000506840881826e-10,6.381978279179634e-10,6.37036423611903e-10,5.095274757671575e-10,6.60645316230557e-10,7.068033935908602e-10,9.100756814817146e-10,5.917492051921158e-10,6.669885754817528e-10,5.372708944406668e-10,6.475781577641726e-10,7.147339942115138e-10
6,7.253568856668835e-10,7.922347222688586e-10,7.286459768884868e-10,6.455347367761988e-10,6.750413561462665e-10,6.807004404585371e-10,7.196942486409341e-10,6.830519483358444e-10,7.032532334250163e-10,4.709187484408517e-10,7.670347135224631e-10,5.962232374479015e-10,4.791647079116501e-10,7.306361071712786e-10,5.771126909692725e-10,5.115812773404116e-10
7,5.719197337938908e-10,6.297095067608893e-10,7.434765580960345e-10,5.319492069055798e-10,6.175534528196636e-10,1.0191585353425126e-09,5.535491509611745e-10,1.0301046682315018e-09,5.693706617293515e-10,6.27782381634745e-10,5.651660806016423e-10,8.36090141564938e-10,5.293177562926132e-10,6.709645061775404e-10,6.044618139355862e-10,5.538427494400366e-10
8,6.915518713235258e-10,5.103980571519173e-10,6.082041537069927e-10,8.464445255818021e-10,6.926091922210276e-10,7.034490767665602e-10,6.104530214656734e-10,6.083619163987919e-10,6.734081070547404e-10,8.076505575438375e-10,6.003689767553055e-10,6.855866430122148e-10,5.943826542065267e-10,5.621965670776774e-10,5.035586947421677e-10,7.892739795067882e-10
9,8.06337663306067e-10,8.58733362196773e-10,4.888073834585782e-10,4.448359181008499e-10,1.0870303546184346e-09,5.199498054331286e-10,7.009071656405297e-10,5.637051936346893e-10,6.735803026458598e-10,6.555978537825524e-10,5.017485871228189e-10,5.756329857220521e-10,6.312005917941121e-10,6.616452385976856e-10,6.90996704300062e-10,7.093856613238358e-10
