,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.2627798184894345e-07,1.1413652600822388e-07,1.0404109218598023e-07,1.0961234409023746e-07,1.1925526166578493e-07,1.2395842929890932e-07,1.357512076083367e-07,1.3697558642888907e-07,1.3054393832589994e-07,1.4329395980894333e-07,1.481004119341378e-07,1.281377279838125e-07,1.77555151026354e-07,1.166372243233127e-07,1.222218344310022e-07,8.71749961106616e-08
1,1.7696430631986004e-07,1.451049200795751e-07,1.4342356280394597e-07,1.2062085374964227e-07,1.0075087431005159e-07,1.0365268110490433e-07,1.5822367060991382e-07,1.176019424065089e-07,1.7332469326447608e-07,1.2618096434380277e-07,1.0709830178257107e-07,1.2089229528555734e-07,1.0572527742169768e-07,1.1642552522062033e-07,1.0758927260212658e-07,1.197361854110568e-07
2,1.6930444246554543e-07,1.0415208606673332e-07,1.3357815475956158e-07,1.5532383201843913e-07,1.1498565299916663e-07,1.571722805238096e-07,1.1792413801003931e-07,1.228479504788993e-07,1.1097679220029022e-07,1.0017947005280803e-07,1.2156537820828817e-07,1.200804859990967e-07,1.0681616657848281e-07,1.2572895968787634e-07,1.0880706469151846e-07,1.4490399280475685e-07
3,9.172685366820588e-08,1.2531728543763165e-07,1.3756167049905343e-07,1.113790659701408e-07,1.3330887327356322e-07,8.143710061858656e-08,1.1628071661107242e-07,1.0619212531537414e-07,1.7897879445172293e-07,1.2211056343858218e-07,1.6950770032053697e-07,1.1887011908129352e-07,1.8705084414705198e-07,1.1489051132684835e-07,1.3020301992128225e-07,1.3222667405443644e-07
4,1.1165855795525204e-07,6.314191836054306e-08,1.4254322877604864e-07,1.2461616449854773e-07,1.3395766984558577e-07,1.3722636538204824e-07,1.2030068319290876e-07,1.9331082512508146e-07,8.848432031527409e-08,1.264577917936549e-07,1.4008753623784287e-07,1.49915791780586e-07,1.3553402311572427e-07,9.709578563388277e-08,1.9193198852462956e-07,1.3502416607025225e-07
5,1.1676388567138929e-07,1.0261815930334706e-07,1.1690248413742665e-07,1.3441913893075252e-07,7.817983771474246e-08,1.5428568644892948e-07,1.2256407444510842e-07,1.3133475817994622e-07,1.925077697251254e-07,1.3011811006435892e-07,9.751801854918085e-08,1.1088094709066354e-07,1.303675105646107e-07,1.2602980348219717e-07,1.2003218330391974e-07,1.70075239225298e-07
6,1.1344819483838364e-07,1.338657256155784e-07,1.3414675947842625e-07,9.914178633607662e-08,1.458106027030226e-07,1.3604618231966015e-07,1.1669977340034166e-07,1.3040258295404783e-07,1.0039465792033297e-07,1.3482048188961926e-07,1.3345464822123176e-07,1.3435737855616026e-07,8.040148458121621e-08,1.7044482092387625e-07,1.1517243336811589e-07,1.3658060993293475e-07
7,1.1677513356289637e-07,1.063518411115183e-07,1.8615693875290162e-07,1.001500464781202e-07,1.1243731989907246e-07,1.0496916758029329e-07,1.3614170768505574e-07,1.0871205091689262e-07,1.215568090628949e-07,1.8329481576984108e-07,1.4416930582683563e-07,1.0973199948693946e-07,1.1643396646832116e-07,9.14121258688283e-08,1.1198893190567105e-07,1.8502719001389778e-07
8,1.1350673645438292e-07,1.2666551185702701e-07,1.5686785559410055e-07,1.260749940001915e-07,1.1291733414964256e-07,1.159183184995527e-07,1.1316367221070323e-07,1.4791226021770854e-07,1.0824444984791626e-07,1.0610485645656809e-07,1.0802067862414333e-07,1.0148783502472725e-07,1.0824672358467069e-07,2.0487364338350744e-07,1.5331396241435868e-07,1.2645213587347826e-07
9,1.1381261799670028e-07,9.182417670672294e-08,1.8250918287776585e-07,1.0523316973376495e-07,1.2330195886534057e-07,1.3274534182983189e-07,1.3438082646644034e-07,1.732270220600185e-07,1.277081764783361e-07,1.6373425637539185e-07,1.372360429741093e-07,1.3459347769639862e-07,9.509926712780725e-08,9.351192176154655e-08,1.162117584385669e-07,1.521043344610007e-07
