,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5.104801026334371e-09,5.616673792729898e-09,1.0139627804051088e-08,5.0464641354608375e-09,5.09648323543388e-09,8.238475679434032e-09,4.395043884386496e-09,5.445009332305517e-09,6.332521618190867e-09,6.411384756432881e-09,5.918014966965757e-09,6.830222609721659e-09,5.133761415976323e-09,4.932356301168284e-09,5.659344548547551e-09,3.9161820453159635e-09
1,7.363767817736289e-09,4.320563018467283e-09,3.601506648465147e-09,6.2995257898990076e-09,6.08022387993401e-09,3.766874367983064e-09,7.768274024044786e-09,3.283577854062969e-09,7.608612406784232e-09,6.620849646310489e-09,6.7068075537690675e-09,7.328361029124153e-09,7.3221158025660316e-09,7.2522730043544925e-09,7.147452851796743e-09,2.754463990228828e-09
2,4.9587018935426386e-09,6.349550663031778e-09,6.558195764228003e-09,5.518058454612174e-09,4.427656463690255e-09,4.638657458144735e-09,4.581363288735929e-09,5.161596927649725e-09,8.049412691946145e-09,5.07939335037122e-09,6.32303542857926e-09,4.8700132815326924e-09,4.542010323405066e-09,6.352300463419169e-09,7.329409523748609e-09,6.758739790058144e-09
3,5.1633199937839436e-09,6.190207457734687e-09,3.724472952271185e-09,3.896675870862509e-09,6.661815543651528e-09,6.668693153244476e-09,6.114170059134949e-09,5.855307350088879e-09,6.1810410123541715e-09,7.294890025377754e-09,6.735099589150195e-09,6.588927181638837e-09,6.991530021593917e-09,5.6279012561333275e-09,4.352448623734517e-09,4.066558201287762e-09
4,3.0411890783454965e-09,4.534202791006692e-09,9.208476647870611e-09,5.536539227080084e-09,8.243710603039744e-09,2.631382889362044e-09,2.5219653032593214e-09,6.703610555547357e-09,4.168523748404596e-09,7.803588886190482e-09,6.845482403150527e-09,7.895981646299788e-09,8.711030119457064e-09,6.3095666469337175e-09,8.370096615806233e-09,7.585023276135416e-09
5,7.865078366364742e-09,4.439021150659528e-09,9.995877903179462e-09,7.196384377294862e-09,5.4707847141344246e-09,5.438719252737201e-09,4.615534621166262e-09,6.125632445730389e-09,4.644119311336681e-09,3.963123607064745e-09,4.738887948718684e-09,5.799632329939186e-09,4.17443546396612e-09,5.72353231476086e-09,7.2985368859690425e-09,6.8017134147169145e-09
6,5.9690510312293554e-09,5.719298368234149e-09,5.165822436481449e-09,5.025734939323456e-09,5.965500093907394e-09,5.723401308443954e-09,4.6949035770182945e-09,5.943953773623889e-09,4.969495925877254e-09,6.4496403773262045e-09,5.416338044739177e-09,5.549247727998363e-09,6.727293389019451e-09,6.161889221090178e-09,6.320526768632817e-09,5.699859251251382e-09
7,4.290138466700455e-09,3.961528882712173e-09,5.799522195815143e-09,6.097992777398531e-09,6.3759588719847216e-09,5.2244226722564235e-09,5.45794431872082e-09,5.3675801581221094e-09,7.128745593831809e-09,5.769599908944656e-09,5.508846268043044e-09,6.451732037504598e-09,6.753778425405699e-09,4.1179242238342795e-09,5.899655430852135e-09,6.796487372895399e-09
8,4.483121873732898e-09,6.046120049063575e-09,5.820665727185315e-09,6.774872218784367e-09,8.427285536072304e-09,5.373439471156871e-09,6.297231180951712e-09,5.061723928889705e-09,7.897939191536807e-09,5.825364191025528e-09,5.613108200464012e-09,5.872351938052134e-09,5.501884725589434e-09,4.134072639772057e-09,4.033211542520121e-09,5.1232853515159604e-09
9,4.617454418820444e-09,5.104878741946095e-09,6.164510679695923e-09,6.520266992993129e-09,4.362788352807456e-09,6.669762075972585e-09,7.328151419017104e-09,4.020630495205069e-09,5.426823879162157e-09,5.182253293156691e-09,3.7159439969514096e-09,7.036494498180446e-09,6.462434587461985e-09,7.152635372875693e-09,6.19363227372105e-09,6.597038026967539e-09
