,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5.195597623242065e-07,6.127546043899201e-07,5.583527240560215e-07,5.830396503370139e-07,6.304551902758249e-07,6.763668238818354e-07,4.347133426563232e-07,3.67894671171598e-07,7.841877049941104e-07,5.801277893624501e-07,7.09677863142133e-07,6.795355602662312e-07,9.074380500351253e-07,6.137324248811638e-07,7.261222663146327e-07,8.471807859677938e-07
1,6.376982923939067e-07,5.249046353128506e-07,5.594293952526641e-07,5.225496693128662e-07,9.717467719383421e-07,6.232260716387827e-07,6.868012292216008e-07,7.922232043711119e-07,8.487261311529437e-07,3.158781680667744e-07,7.326294735321426e-07,8.079554731921235e-07,5.023988478569663e-07,6.233033218450146e-07,7.936993711155083e-07,5.367413677959121e-07
2,7.823986720723042e-07,5.417874717750237e-07,6.069022333576868e-07,8.251143981397036e-07,7.40652751574089e-07,7.933709298413305e-07,5.005800858270959e-07,5.203263526709634e-07,6.369513130266569e-07,5.293238132253464e-07,7.090365556905454e-07,4.344919659615698e-07,6.440422453124484e-07,5.9481976677489e-07,6.471064466495591e-07,6.110342951615166e-07
3,7.017806069598009e-07,5.950915920038824e-07,7.032484745650436e-07,6.303001214291726e-07,5.853165703229024e-07,6.797934588576027e-07,7.352275588345947e-07,4.480816357954609e-07,6.374028203026683e-07,7.087343760758813e-07,6.136861543382111e-07,6.130450742602989e-07,5.633386876979785e-07,6.969643209231435e-07,6.183578307172866e-07,6.207850447026431e-07
4,6.230531539586082e-07,5.093910431241966e-07,6.716468874401471e-07,5.275765602164029e-07,4.6772132122896437e-07,4.5283672989171464e-07,7.956713261592085e-07,4.708204812686745e-07,1.2015489119221456e-06,1.1813581295427866e-06,4.6190251623556833e-07,1.2859867410952575e-06,4.515335660926212e-07,6.622587989113526e-07,4.236788129219349e-07,5.651984338328475e-07
5,6.348409442580305e-07,5.468710924105835e-07,9.376889238410513e-07,1.005555077426834e-06,4.449437085440877e-07,5.240888185653603e-07,5.732362637900223e-07,6.876230713714904e-07,6.915234394000436e-07,6.819831241955399e-07,6.442517701543693e-07,4.7468921593463165e-07,6.37885648302472e-07,8.074070478869544e-07,5.149508979229722e-07,4.565346500839951e-07
6,5.894568175790482e-07,4.829265094485891e-07,5.77138507651398e-07,6.075768510527269e-07,9.540181054035202e-07,4.507079438553774e-07,6.944703159206256e-07,8.094949066617119e-07,5.803746034871438e-07,9.60964371188311e-07,7.711307716817828e-07,8.498487318320258e-07,5.899950679122412e-07,3.4500868650866323e-07,6.846340170341136e-07,7.610798888890713e-07
7,9.505724847258534e-07,5.080888172415143e-07,5.204752255849598e-07,1.1765963563448167e-06,6.03859689363162e-07,6.866689545859117e-07,6.116820827628544e-07,8.019432016226347e-07,6.020925411576172e-07,5.251039283393766e-07,8.464708116662223e-07,9.793346862352337e-07,4.721882760350127e-07,5.453674702948774e-07,4.937022595186136e-07,5.033988372815656e-07
8,6.356854100886267e-07,5.71864632092911e-07,5.535877107831766e-07,5.465937533699616e-07,6.998844241934421e-07,5.955604933660652e-07,6.991398890932032e-07,5.96421045884199e-07,6.568895969394362e-07,6.300855943663919e-07,7.350915893766796e-07,6.571251560671953e-07,6.244374048947066e-07,4.999179168407863e-07,6.287691576289944e-07,4.933727950628963e-07
9,4.4479651251094765e-07,4.95276822221058e-07,7.020872203611361e-07,8.126345960590697e-07,6.535559009535064e-07,7.75731905378052e-07,7.845662253203045e-07,6.556791163347953e-07,6.573256996489363e-07,5.492278205565526e-07,4.528915837909153e-07,5.020597768634616e-07,5.719650175706192e-07,5.872034876119869e-07,6.449335501201858e-07,7.050481940495956e-07
10,6.265902925406408e-07,7.334557494687033e-07,6.565663852597936e-07,6.065781690267613e-07,3.4105460144928657e-07,5.412390464698547e-07,6.180312084325124e-07,6.2493421637555e-07,6.9227957055773e-07,6.199485937941063e-07,6.238814762582479e-07,4.7043897666299017e-07,6.053374477232865e-07,5.997148946335074e-07,7.454039518961508e-07,8.405679068346217e-07
11,4.3853830788975756e-07,5.519187311620044e-07,5.595067023023148e-07,7.799148420417623e-07,3.6000665204483084e-07,7.756550530757522e-07,8.481896429657354e-07,7.026176831459452e-07,6.706342787765607e-07,6.665802061434078e-07,6.625178343711013e-07,6.266715217861929e-07,8.372445563509245e-07,5.924465540374513e-07,5.864379772901884e-07,6.806855026297853e-07
12,7.417441452162166e-07,5.829801352774666e-07,6.736618161085062e-07,4.981408210369409e-07,8.089030529845331e-07,7.701107165303256e-07,8.090303253993625e-07,6.493405635410454e-07,4.98870576848276e-07,5.566359391195874e-07,6.76304921398696e-07,6.940188086446142e-07,5.331854140422365e-07,5.509789957613975e-07,5.486294298862049e-07,4.440509542291693e-07
13,7.530937864430598e-07,5.274492878015735e-07,6.607832006011449e-07,8.079978783825936e-07,7.215008395178302e-07,4.7358503252326045e-07,7.090298481671198e-07,6.404927717085229e-07,6.163178909446287e-07,6.402032681762648e-07,5.868570269740303e-07,5.341019573279482e-07,6.369391485350206e-07,5.488350893756433e-07,5.915495080444089e-07,4.5186220631876495e-07
14,9.190632681566058e-07,6.029331984791497e-07,6.793508759983524e-07,6.412830089175259e-07,6.878939302623621e-07,6.718697704855003e-07,5.870450650036219e-07,6.180341074468743e-07,7.024977435321489e-07,4.0161680203709693e-07,7.19696288342675e-07,5.145655563865148e-07,3.519224378578656e-07,5.118814669913263e-07,6.818874567215971e-07,7.183913339758874e-07
15,6.192785235725751e-07,5.731651526730275e-07,5.965633249616076e-07,8.297607223539671e-07,6.715597464790335e-07,5.84298220474011e-07,8.62131969370239e-07,6.722735861330875e-07,7.541905233665602e-07,5.750283094130282e-07,6.350934427246102e-07,5.291637990012532e-07,5.081736276224547e-07,4.7624405397073133e-07,5.274135332911101e-07,5.368381152948132e-07
16,6.868719992780825e-07,8.940138513935381e-07,7.704611562076025e-07,5.807106617794489e-07,6.123041771388671e-07,5.292914693200146e-07,7.124908165678789e-07,7.248685278682387e-07,7.072536618579761e-07,4.305088623368647e-07,5.508985623237095e-07,5.859778298145102e-07,4.7482095055784157e-07,5.950013246547314e-07,6.015461622155271e-07,6.008953619129898e-07
17,7.163990289882349e-07,5.498944233295333e-07,8.663519110996276e-07,5.908498224016512e-07,3.8165168803061533e-07,7.018501833044866e-07,7.326364084292436e-07,7.192063549155137e-07,6.498553943856678e-07,6.311126981017878e-07,5.211024927120889e-07,4.962759021509555e-07,5.611129267890647e-07,7.021333772172511e-07,5.518618877431436e-07,5.749959086642775e-07
18,6.686487949991715e-07,9.484327847530949e-07,6.183672667248175e-07,7.742582397440856e-07,4.4673035404230177e-07,5.737820742979238e-07,1.0231352689515916e-06,4.96607299282914e-07,6.460890062953695e-07,5.82803977522417e-07,6.461660291279259e-07,4.266728979018808e-07,6.235430305423506e-07,3.512206774303195e-07,5.806010108244664e-07,8.297321301142802e-07
19,4.855306201534404e-07,7.897061209405365e-07,6.283794959927036e-07,7.706698283982405e-07,6.570712685061153e-07,4.98364158829645e-07,5.454829761220026e-07,6.066447326702473e-07,6.230561098163889e-07,6.400244956239476e-07,5.668426297233964e-07,5.290724516271439e-07,6.14545399457711e-07,6.462190071943041e-07,6.433375574488309e-07,5.82925679282198e-07
20,5.976446573185967e-07,5.92088497342047e-07,6.539024752783007e-07,6.250188562262338e-07,5.61169144930318e-07,4.971124099029112e-07,7.97269535723899e-07,6.466709123742476e-07,5.437938739305537e-07,5.964022875559749e-07,6.466012223427242e-07,6.299101755757874e-07,4.890615628028172e-07,6.330175210678135e-07,6.419928695322596e-07,6.587993084394839e-07
21,7.77012189701054e-07,6.628704909417138e-07,6.328201038741099e-07,5.867892696187482e-07,5.902218731534958e-07,5.679438572769868e-07,6.303764621407026e-07,6.846712494734675e-07,6.017521059220599e-07,4.817462126993632e-07,6.889640644658357e-07,5.845818691341265e-07,6.883257697154477e-07,5.364158823795151e-07,7.178605301305652e-07,4.6252483798525645e-07
22,6.109474384174973e-07,7.742996217530163e-07,5.689972226718965e-07,6.073167924114387e-07,7.752904025437601e-07,4.6136671016938635e-07,4.686080217197741e-07,8.005266067812045e-07,9.085256351681892e-07,6.443777351705648e-07,6.053928700566757e-07,6.619765713367087e-07,6.885430821057525e-07,5.765631385656889e-07,6.084501364966854e-07,7.038415787974373e-07
23,9.172533168566588e-07,5.522509809452458e-07,5.40613257271616e-07,1.1848015901705367e-06,5.07879065025918e-07,5.791079615846684e-07,4.647046409900213e-07,6.312120035545377e-07,5.51831931261404e-07,6.460101076299907e-07,5.169693508833006e-07,5.101455258227361e-07,5.945333896306693e-07,5.057465273239359e-07,6.691757334920112e-07,7.611930641360232e-07
